maladie,symptomes,specialite_medicale
Bronchite chronique - cas 1389,"toux grasse, essoufflement, fatigue",Pneumologie
Tuberculose - cas 1390,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Hypertension - cas 1391,"maux de tête, vertiges, vision floue",Cardiologie
Maladie de Crohn - cas 1392,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Maladie de Crohn - cas 1393,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Tuberculose - cas 1394,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Appendicite - cas 1395,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hypertension - cas 1396,"maux de tête, vertiges, vision floue",Cardiologie
Diabète de type 2 - cas 1397,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Arthrose - cas 1398,"douleurs articulaires, raideur, gonflement",Rhumatologie
Diabète de type 2 - cas 1399,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Appendicite - cas 1400,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hypertension - cas 1401,"maux de tête, vertiges, vision floue",Cardiologie
Arthrose - cas 1402,"douleurs articulaires, raideur, gonflement",Rhumatologie
Arthrose - cas 1403,"douleurs articulaires, raideur, gonflement",Rhumatologie
Diabète de type 2 - cas 1404,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Bronchite chronique - cas 1405,"toux grasse, essoufflement, fatigue",Pneumologie
Diabète de type 2 - cas 1406,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Diabète de type 2 - cas 1407,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Bronchite chronique - cas 1408,"toux grasse, essoufflement, fatigue",Pneumologie
Grippe - cas 1409,"fièvre, toux, fatigue, maux de tête",Médecine générale
Maladie de Crohn - cas 1410,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Maladie de Crohn - cas 1411,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Arthrose - cas 1412,"douleurs articulaires, raideur, gonflement",Rhumatologie
Hypertension - cas 1413,"maux de tête, vertiges, vision floue",Cardiologie
Maladie de Crohn - cas 1414,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Bronchite chronique - cas 1415,"toux grasse, essoufflement, fatigue",Pneumologie
Bronchite chronique - cas 1416,"toux grasse, essoufflement, fatigue",Pneumologie
Hypertension - cas 1417,"maux de tête, vertiges, vision floue",Cardiologie
Appendicite - cas 1418,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1419,"troubles visuels, faiblesse, engourdissements",Neurologie
Anémie - cas 1420,"fatigue, pâleur, essoufflement",Hématologie
Appendicite - cas 1421,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hépatite B - cas 1422,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Maladie de Crohn - cas 1423,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1424,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1425,"fatigue, pâleur, essoufflement",Hématologie
Cirrhose hépatique - cas 1426,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Tuberculose - cas 1427,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Dermatite atopique - cas 1428,"démangeaisons, rougeurs, peau sèche",Dermatologie
Sclérose en plaques - cas 1429,"troubles visuels, faiblesse, engourdissements",Neurologie
Hépatite B - cas 1430,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Asthme - cas 1431,"essoufflement, toux, respiration sifflante",Pneumologie
Diabète de type 2 - cas 1432,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Anémie - cas 1433,"fatigue, pâleur, essoufflement",Hématologie
Bronchite chronique - cas 1434,"toux grasse, essoufflement, fatigue",Pneumologie
Migraine - cas 1435,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Bronchite chronique - cas 1436,"toux grasse, essoufflement, fatigue",Pneumologie
Tuberculose - cas 1437,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Grippe - cas 1438,"fièvre, toux, fatigue, maux de tête",Médecine générale
Appendicite - cas 1439,"douleur abdominale, nausée, fièvre",Chirurgie générale
Anémie - cas 1440,"fatigue, pâleur, essoufflement",Hématologie
Cirrhose hépatique - cas 1441,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Asthme - cas 1442,"essoufflement, toux, respiration sifflante",Pneumologie
Appendicite - cas 1443,"douleur abdominale, nausée, fièvre",Chirurgie générale
Asthme - cas 1444,"essoufflement, toux, respiration sifflante",Pneumologie
Dermatite atopique - cas 1445,"démangeaisons, rougeurs, peau sèche",Dermatologie
Asthme - cas 1446,"essoufflement, toux, respiration sifflante",Pneumologie
Bronchite chronique - cas 1447,"toux grasse, essoufflement, fatigue",Pneumologie
Grippe - cas 1448,"fièvre, toux, fatigue, maux de tête",Médecine générale
Anémie - cas 1449,"fatigue, pâleur, essoufflement",Hématologie
Appendicite - cas 1450,"douleur abdominale, nausée, fièvre",Chirurgie générale
Dermatite atopique - cas 1451,"démangeaisons, rougeurs, peau sèche",Dermatologie
Migraine - cas 1452,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Anémie - cas 1453,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1454,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1455,"fatigue, pâleur, essoufflement",Hématologie
Appendicite - cas 1456,"douleur abdominale, nausée, fièvre",Chirurgie générale
Dermatite atopique - cas 1457,"démangeaisons, rougeurs, peau sèche",Dermatologie
Asthme - cas 1458,"essoufflement, toux, respiration sifflante",Pneumologie
Hypertension - cas 1459,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1460,"démangeaisons, rougeurs, peau sèche",Dermatologie
Maladie de Crohn - cas 1461,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Grippe - cas 1462,"fièvre, toux, fatigue, maux de tête",Médecine générale
Arthrose - cas 1463,"douleurs articulaires, raideur, gonflement",Rhumatologie
Diabète de type 2 - cas 1464,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Tuberculose - cas 1465,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Dermatite atopique - cas 1466,"démangeaisons, rougeurs, peau sèche",Dermatologie
Arthrose - cas 1467,"douleurs articulaires, raideur, gonflement",Rhumatologie
Bronchite chronique - cas 1468,"toux grasse, essoufflement, fatigue",Pneumologie
Hypertension - cas 1469,"maux de tête, vertiges, vision floue",Cardiologie
Maladie de Crohn - cas 1470,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hypertension - cas 1471,"maux de tête, vertiges, vision floue",Cardiologie
Diabète de type 2 - cas 1472,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1473,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1474,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hépatite B - cas 1475,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Appendicite - cas 1476,"douleur abdominale, nausée, fièvre",Chirurgie générale
Asthme - cas 1477,"essoufflement, toux, respiration sifflante",Pneumologie
Tuberculose - cas 1478,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1479,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Dermatite atopique - cas 1480,"démangeaisons, rougeurs, peau sèche",Dermatologie
Tuberculose - cas 1481,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Maladie de Crohn - cas 1482,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Tuberculose - cas 1483,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Tuberculose - cas 1484,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Anémie - cas 1485,"fatigue, pâleur, essoufflement",Hématologie
Dermatite atopique - cas 1486,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1487,"fièvre, toux, fatigue, maux de tête",Médecine générale
Dermatite atopique - cas 1488,"démangeaisons, rougeurs, peau sèche",Dermatologie
Diabète de type 2 - cas 1489,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Sclérose en plaques - cas 1490,"troubles visuels, faiblesse, engourdissements",Neurologie
Bronchite chronique - cas 1491,"toux grasse, essoufflement, fatigue",Pneumologie
Asthme - cas 1492,"essoufflement, toux, respiration sifflante",Pneumologie
Appendicite - cas 1493,"douleur abdominale, nausée, fièvre",Chirurgie générale
Asthme - cas 1494,"essoufflement, toux, respiration sifflante",Pneumologie
Tuberculose - cas 1495,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Sclérose en plaques - cas 1496,"troubles visuels, faiblesse, engourdissements",Neurologie
Migraine - cas 1497,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Bronchite chronique - cas 1498,"toux grasse, essoufflement, fatigue",Pneumologie
Anémie - cas 1499,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1500,"fièvre, toux, fatigue, maux de tête",Médecine générale
Arthrose - cas 1501,"douleurs articulaires, raideur, gonflement",Rhumatologie
Grippe - cas 1502,"fièvre, toux, fatigue, maux de tête",Médecine générale
Grippe - cas 1503,"fièvre, toux, fatigue, maux de tête",Médecine générale
Migraine - cas 1504,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Anémie - cas 1505,"fatigue, pâleur, essoufflement",Hématologie
Migraine - cas 1506,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Grippe - cas 1507,"fièvre, toux, fatigue, maux de tête",Médecine générale
Dermatite atopique - cas 1508,"démangeaisons, rougeurs, peau sèche",Dermatologie
Diabète de type 2 - cas 1509,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hépatite B - cas 1510,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Grippe - cas 1511,"fièvre, toux, fatigue, maux de tête",Médecine générale
Appendicite - cas 1512,"douleur abdominale, nausée, fièvre",Chirurgie générale
Diabète de type 2 - cas 1513,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Arthrose - cas 1514,"douleurs articulaires, raideur, gonflement",Rhumatologie
Hépatite B - cas 1515,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Cirrhose hépatique - cas 1516,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Maladie de Crohn - cas 1517,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Asthme - cas 1518,"essoufflement, toux, respiration sifflante",Pneumologie
Cirrhose hépatique - cas 1519,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Bronchite chronique - cas 1520,"toux grasse, essoufflement, fatigue",Pneumologie
Asthme - cas 1521,"essoufflement, toux, respiration sifflante",Pneumologie
Sclérose en plaques - cas 1522,"troubles visuels, faiblesse, engourdissements",Neurologie
Dermatite atopique - cas 1523,"démangeaisons, rougeurs, peau sèche",Dermatologie
Maladie de Crohn - cas 1524,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Maladie de Crohn - cas 1525,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Grippe - cas 1526,"fièvre, toux, fatigue, maux de tête",Médecine générale
Migraine - cas 1527,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Cirrhose hépatique - cas 1528,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Appendicite - cas 1529,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1530,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Hypertension - cas 1531,"maux de tête, vertiges, vision floue",Cardiologie
Sclérose en plaques - cas 1532,"troubles visuels, faiblesse, engourdissements",Neurologie
Arthrose - cas 1533,"douleurs articulaires, raideur, gonflement",Rhumatologie
Tuberculose - cas 1534,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1535,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Arthrose - cas 1536,"douleurs articulaires, raideur, gonflement",Rhumatologie
Dermatite atopique - cas 1537,"démangeaisons, rougeurs, peau sèche",Dermatologie
Tuberculose - cas 1538,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Bronchite chronique - cas 1539,"toux grasse, essoufflement, fatigue",Pneumologie
Anémie - cas 1540,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1541,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hypertension - cas 1542,"maux de tête, vertiges, vision floue",Cardiologie
Dermatite atopique - cas 1543,"démangeaisons, rougeurs, peau sèche",Dermatologie
Maladie de Crohn - cas 1544,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1545,"fatigue, pâleur, essoufflement",Hématologie
Maladie de Crohn - cas 1546,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1547,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1548,"fièvre, toux, fatigue, maux de tête",Médecine générale
Asthme - cas 1549,"essoufflement, toux, respiration sifflante",Pneumologie
Migraine - cas 1550,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1551,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1552,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Maladie de Crohn - cas 1553,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Sclérose en plaques - cas 1554,"troubles visuels, faiblesse, engourdissements",Neurologie
Diabète de type 2 - cas 1555,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Anémie - cas 1556,"fatigue, pâleur, essoufflement",Hématologie
Bronchite chronique - cas 1557,"toux grasse, essoufflement, fatigue",Pneumologie
Tuberculose - cas 1558,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Bronchite chronique - cas 1559,"toux grasse, essoufflement, fatigue",Pneumologie
Arthrose - cas 1560,"douleurs articulaires, raideur, gonflement",Rhumatologie
Bronchite chronique - cas 1561,"toux grasse, essoufflement, fatigue",Pneumologie
Arthrose - cas 1562,"douleurs articulaires, raideur, gonflement",Rhumatologie
Maladie de Crohn - cas 1563,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Tuberculose - cas 1564,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Maladie de Crohn - cas 1565,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Arthrose - cas 1566,"douleurs articulaires, raideur, gonflement",Rhumatologie
Anémie - cas 1567,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1568,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1569,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Anémie - cas 1570,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1571,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Bronchite chronique - cas 1572,"toux grasse, essoufflement, fatigue",Pneumologie
Appendicite - cas 1573,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hypertension - cas 1574,"maux de tête, vertiges, vision floue",Cardiologie
Maladie de Crohn - cas 1575,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Arthrose - cas 1576,"douleurs articulaires, raideur, gonflement",Rhumatologie
Appendicite - cas 1577,"douleur abdominale, nausée, fièvre",Chirurgie générale
Anémie - cas 1578,"fatigue, pâleur, essoufflement",Hématologie
Arthrose - cas 1579,"douleurs articulaires, raideur, gonflement",Rhumatologie
Anémie - cas 1580,"fatigue, pâleur, essoufflement",Hématologie
Hépatite B - cas 1581,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Tuberculose - cas 1582,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Cirrhose hépatique - cas 1583,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Hypertension - cas 1584,"maux de tête, vertiges, vision floue",Cardiologie
Arthrose - cas 1585,"douleurs articulaires, raideur, gonflement",Rhumatologie
Tuberculose - cas 1586,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Migraine - cas 1587,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Hypertension - cas 1588,"maux de tête, vertiges, vision floue",Cardiologie
Bronchite chronique - cas 1589,"toux grasse, essoufflement, fatigue",Pneumologie
Hépatite B - cas 1590,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Tuberculose - cas 1591,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Maladie de Crohn - cas 1592,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Hépatite B - cas 1593,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Anémie - cas 1594,"fatigue, pâleur, essoufflement",Hématologie
Dermatite atopique - cas 1595,"démangeaisons, rougeurs, peau sèche",Dermatologie
Migraine - cas 1596,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Tuberculose - cas 1597,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Bronchite chronique - cas 1598,"toux grasse, essoufflement, fatigue",Pneumologie
Cirrhose hépatique - cas 1599,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Dermatite atopique - cas 1600,"démangeaisons, rougeurs, peau sèche",Dermatologie
Migraine - cas 1601,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Bronchite chronique - cas 1602,"toux grasse, essoufflement, fatigue",Pneumologie
Diabète de type 2 - cas 1603,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Grippe - cas 1604,"fièvre, toux, fatigue, maux de tête",Médecine générale
Maladie de Crohn - cas 1605,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Diabète de type 2 - cas 1606,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Diabète de type 2 - cas 1607,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Diabète de type 2 - cas 1608,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Cirrhose hépatique - cas 1609,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Arthrose - cas 1610,"douleurs articulaires, raideur, gonflement",Rhumatologie
Tuberculose - cas 1611,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Asthme - cas 1612,"essoufflement, toux, respiration sifflante",Pneumologie
Bronchite chronique - cas 1613,"toux grasse, essoufflement, fatigue",Pneumologie
Hypertension - cas 1614,"maux de tête, vertiges, vision floue",Cardiologie
Hépatite B - cas 1615,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Arthrose - cas 1616,"douleurs articulaires, raideur, gonflement",Rhumatologie
Arthrose - cas 1617,"douleurs articulaires, raideur, gonflement",Rhumatologie
Migraine - cas 1618,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Grippe - cas 1619,"fièvre, toux, fatigue, maux de tête",Médecine générale
Dermatite atopique - cas 1620,"démangeaisons, rougeurs, peau sèche",Dermatologie
Anémie - cas 1621,"fatigue, pâleur, essoufflement",Hématologie
Sclérose en plaques - cas 1622,"troubles visuels, faiblesse, engourdissements",Neurologie
Arthrose - cas 1623,"douleurs articulaires, raideur, gonflement",Rhumatologie
Maladie de Crohn - cas 1624,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1625,"fatigue, pâleur, essoufflement",Hématologie
Hypertension - cas 1626,"maux de tête, vertiges, vision floue",Cardiologie
Diabète de type 2 - cas 1627,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Cirrhose hépatique - cas 1628,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Sclérose en plaques - cas 1629,"troubles visuels, faiblesse, engourdissements",Neurologie
Maladie de Crohn - cas 1630,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Dermatite atopique - cas 1631,"démangeaisons, rougeurs, peau sèche",Dermatologie
Cirrhose hépatique - cas 1632,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Diabète de type 2 - cas 1633,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Hypertension - cas 1634,"maux de tête, vertiges, vision floue",Cardiologie
Arthrose - cas 1635,"douleurs articulaires, raideur, gonflement",Rhumatologie
Migraine - cas 1636,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Bronchite chronique - cas 1637,"toux grasse, essoufflement, fatigue",Pneumologie
Anémie - cas 1638,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1639,"fièvre, toux, fatigue, maux de tête",Médecine générale
Anémie - cas 1640,"fatigue, pâleur, essoufflement",Hématologie
Grippe - cas 1641,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hypertension - cas 1642,"maux de tête, vertiges, vision floue",Cardiologie
Maladie de Crohn - cas 1643,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Grippe - cas 1644,"fièvre, toux, fatigue, maux de tête",Médecine générale
Diabète de type 2 - cas 1645,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Maladie de Crohn - cas 1646,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1647,"fatigue, pâleur, essoufflement",Hématologie
Dermatite atopique - cas 1648,"démangeaisons, rougeurs, peau sèche",Dermatologie
Dermatite atopique - cas 1649,"démangeaisons, rougeurs, peau sèche",Dermatologie
Migraine - cas 1650,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Appendicite - cas 1651,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1652,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Hypertension - cas 1653,"maux de tête, vertiges, vision floue",Cardiologie
Bronchite chronique - cas 1654,"toux grasse, essoufflement, fatigue",Pneumologie
Grippe - cas 1655,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hypertension - cas 1656,"maux de tête, vertiges, vision floue",Cardiologie
Grippe - cas 1657,"fièvre, toux, fatigue, maux de tête",Médecine générale
Anémie - cas 1658,"fatigue, pâleur, essoufflement",Hématologie
Sclérose en plaques - cas 1659,"troubles visuels, faiblesse, engourdissements",Neurologie
Bronchite chronique - cas 1660,"toux grasse, essoufflement, fatigue",Pneumologie
Maladie de Crohn - cas 1661,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Diabète de type 2 - cas 1662,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Tuberculose - cas 1663,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Appendicite - cas 1664,"douleur abdominale, nausée, fièvre",Chirurgie générale
Sclérose en plaques - cas 1665,"troubles visuels, faiblesse, engourdissements",Neurologie
Appendicite - cas 1666,"douleur abdominale, nausée, fièvre",Chirurgie générale
Maladie de Crohn - cas 1667,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Diabète de type 2 - cas 1668,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Migraine - cas 1669,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Arthrose - cas 1670,"douleurs articulaires, raideur, gonflement",Rhumatologie
Sclérose en plaques - cas 1671,"troubles visuels, faiblesse, engourdissements",Neurologie
Anémie - cas 1672,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1673,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1674,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Appendicite - cas 1675,"douleur abdominale, nausée, fièvre",Chirurgie générale
Hypertension - cas 1676,"maux de tête, vertiges, vision floue",Cardiologie
Hépatite B - cas 1677,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Diabète de type 2 - cas 1678,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Arthrose - cas 1679,"douleurs articulaires, raideur, gonflement",Rhumatologie
Tuberculose - cas 1680,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Asthme - cas 1681,"essoufflement, toux, respiration sifflante",Pneumologie
Appendicite - cas 1682,"douleur abdominale, nausée, fièvre",Chirurgie générale
Anémie - cas 1683,"fatigue, pâleur, essoufflement",Hématologie
Anémie - cas 1684,"fatigue, pâleur, essoufflement",Hématologie
Arthrose - cas 1685,"douleurs articulaires, raideur, gonflement",Rhumatologie
Grippe - cas 1686,"fièvre, toux, fatigue, maux de tête",Médecine générale
Hépatite B - cas 1687,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Arthrose - cas 1688,"douleurs articulaires, raideur, gonflement",Rhumatologie
Hypertension - cas 1689,"maux de tête, vertiges, vision floue",Cardiologie
Cirrhose hépatique - cas 1690,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Hypertension - cas 1691,"maux de tête, vertiges, vision floue",Cardiologie
Hypertension - cas 1692,"maux de tête, vertiges, vision floue",Cardiologie
Appendicite - cas 1693,"douleur abdominale, nausée, fièvre",Chirurgie générale
Arthrose - cas 1694,"douleurs articulaires, raideur, gonflement",Rhumatologie
Appendicite - cas 1695,"douleur abdominale, nausée, fièvre",Chirurgie générale
Tuberculose - cas 1696,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Anémie - cas 1697,"fatigue, pâleur, essoufflement",Hématologie
Appendicite - cas 1698,"douleur abdominale, nausée, fièvre",Chirurgie générale
Grippe - cas 1699,"fièvre, toux, fatigue, maux de tête",Médecine générale
Grippe - cas 1700,"fièvre, toux, fatigue, maux de tête",Médecine générale
Bronchite chronique - cas 1701,"toux grasse, essoufflement, fatigue",Pneumologie
Tuberculose - cas 1702,"toux persistante, sueurs nocturnes, fièvre",Pneumologie
Diabète de type 2 - cas 1703,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Dermatite atopique - cas 1704,"démangeaisons, rougeurs, peau sèche",Dermatologie
Bronchite chronique - cas 1705,"toux grasse, essoufflement, fatigue",Pneumologie
Arthrose - cas 1706,"douleurs articulaires, raideur, gonflement",Rhumatologie
Migraine - cas 1707,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Dermatite atopique - cas 1708,"démangeaisons, rougeurs, peau sèche",Dermatologie
Hépatite B - cas 1709,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Diabète de type 2 - cas 1710,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Anémie - cas 1711,"fatigue, pâleur, essoufflement",Hématologie
Bronchite chronique - cas 1712,"toux grasse, essoufflement, fatigue",Pneumologie
Hépatite B - cas 1713,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Hépatite B - cas 1714,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Bronchite chronique - cas 1715,"toux grasse, essoufflement, fatigue",Pneumologie
Maladie de Crohn - cas 1716,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Sclérose en plaques - cas 1717,"troubles visuels, faiblesse, engourdissements",Neurologie
Bronchite chronique - cas 1718,"toux grasse, essoufflement, fatigue",Pneumologie
Cirrhose hépatique - cas 1719,"fatigue, ictère, gonflement abdominal",Hépato-gastroentérologie
Anémie - cas 1720,"fatigue, pâleur, essoufflement",Hématologie
Arthrose - cas 1721,"douleurs articulaires, raideur, gonflement",Rhumatologie
Dermatite atopique - cas 1722,"démangeaisons, rougeurs, peau sèche",Dermatologie
Grippe - cas 1723,"fièvre, toux, fatigue, maux de tête",Médecine générale
Maladie de Crohn - cas 1724,"diarrhée, douleurs abdominales, fatigue",Gastroentérologie
Anémie - cas 1725,"fatigue, pâleur, essoufflement",Hématologie
Diabète de type 2 - cas 1726,"soif excessive, urines fréquentes, fatigue",Endocrinologie
Sclérose en plaques - cas 1727,"troubles visuels, faiblesse, engourdissements",Neurologie
Grippe - cas 1728,"fièvre, toux, fatigue, maux de tête",Médecine générale
Sclérose en plaques - cas 1729,"troubles visuels, faiblesse, engourdissements",Neurologie
Hépatite B - cas 1730,"jaunisse, fatigue, douleurs abdominales",Hépato-gastroentérologie
Migraine - cas 1731,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Migraine - cas 1732,"maux de tête, nausées, sensibilité à la lumière",Neurologie
Dermatite atopique - cas 1733,"démangeaisons, rougeurs, peau sèche",Dermatologie
