maladie,symptomes,specialite_medicale
COVID-19,"nausées, vertiges, douleurs articulaires, toux, essoufflement",Gastroentérologie
Arthrose,"toux, perte de poids, éruptions cutanées",Hématologie
Parkinson,"palpitations, maux de tête, diarrhée, toux, perte de poids",ORL
Cataracte,"douleur abdominale, jaunisse, fièvre, palpitations, vomissements",Pédiatrie
Migraine,"diarrhée, maux de tête, nausées",Endocrinologie
Glaucome,"nausées, toux, perte de poids",Gastroentérologie
Asthme,"jaunisse, perte de poids, fatigue, maux de tête",Endocrinologie
Tuberculose,"éruptions cutanées, palpitations, fatigue",Infectiologie
Conjonctivite,"diarrhée, essoufflement, vertiges",Rhumatologie
Sclérose,"toux, perte de poids, éruptions cutanées",Rhumatologie
Ulcère,"fièvre, nausées, essoufflement",Endocrinologie
Hernie,"essoufflement, diarrhée, jaunisse",Pédiatrie
VIH,"jaunisse, toux, douleur abdominale, fatigue, vomissements",Cardiologie
COVID-19,"palpitations, maux de tête, fatigue",Médecine générale
Obésité,"essoufflement, nausées, fatigue, douleurs articulaires",ORL
Bronchite,"essoufflement, maux de tête, vomissements, jaunisse",Pédiatrie
Appendicite,"fatigue, toux, nausées",Cardiologie
Alzheimer,"éruptions cutanées, maux de tête, palpitations, douleurs articulaires",Neurologie
Arthrite,"douleur abdominale, palpitations, douleurs articulaires, vomissements",Ophtalmologie
Insuffisance rénale,"diarrhée, douleurs articulaires, jaunisse",Pédiatrie
Dermatite,"perte de poids, douleur abdominale, fièvre, fatigue",Pneumologie
Grippe,"vertiges, maux de tête, douleurs articulaires, essoufflement",Pneumologie
Goutte,"jaunisse, douleurs articulaires, maux de tête",Chirurgie générale
Cancer du foie,"vomissements, maux de tête, palpitations, éruptions cutanées, diarrhée",Oncologie
Cataracte,"nausées, fatigue, essoufflement",Cardiologie
Paludisme,"douleur abdominale, douleurs articulaires, fièvre, toux, perte de poids",Rhumatologie
Arthrite,"vertiges, fièvre, vomissements, diarrhée",Médecine générale
Thyroïdite,"jaunisse, douleurs articulaires, nausées",ORL
Conjonctivite,"jaunisse, éruptions cutanées, essoufflement, douleur abdominale, fatigue",Cardiologie
Arthrose,"douleur abdominale, essoufflement, fatigue, fièvre",Endocrinologie
Arthrose,"nausées, douleur abdominale, douleurs articulaires, essoufflement",Endocrinologie
Méningite,"perte de poids, maux de tête, toux, essoufflement",Dermatologie
Colite,"toux, douleurs articulaires, fatigue",Endocrinologie
Diabète,"diarrhée, jaunisse, fièvre, fatigue, douleur abdominale",Dermatologie
Sclérose,"essoufflement, toux, douleur abdominale, éruptions cutanées, palpitations",Oncologie
Sclérose,"douleurs articulaires, maux de tête, vomissements, nausées",Pédiatrie
Parkinson,"essoufflement, douleurs articulaires, palpitations, fièvre",Pneumologie
Insuffisance rénale,"éruptions cutanées, nausées, palpitations, jaunisse",Dermatologie
Obésité,"vertiges, éruptions cutanées, perte de poids, essoufflement, vomissements",Neurologie
Epilepsie,"vomissements, fièvre, vertiges, diarrhée, perte de poids",Rhumatologie
Crohn,"essoufflement, vomissements, toux",Oncologie
Psoriasis,"éruptions cutanées, nausées, douleur abdominale, fièvre, maux de tête",Infectiologie
Anémie,"jaunisse, perte de poids, fatigue, palpitations, vomissements",Oncologie
Diabète,"perte de poids, vertiges, éruptions cutanées, douleurs articulaires",Pédiatrie
Migraine,"jaunisse, diarrhée, éruptions cutanées, fatigue",Neurologie
Migraine,"douleurs articulaires, diarrhée, douleur abdominale",Hématologie
Méningite,"essoufflement, nausées, maux de tête",Ophtalmologie
Cancer de la peau,"douleurs articulaires, diarrhée, fatigue",Dermatologie
Crohn,"palpitations, vertiges, fatigue, jaunisse",Hématologie
Alzheimer,"vertiges, éruptions cutanées, perte de poids, jaunisse",Médecine générale
Paludisme,"toux, jaunisse, vomissements, maux de tête, éruptions cutanées",Oncologie
Tuberculose,"jaunisse, douleurs articulaires, douleur abdominale, vomissements, vertiges",Médecine générale
Hypertension,"essoufflement, fatigue, toux",Infectiologie
Cirrhose,"diarrhée, fatigue, douleurs articulaires, vertiges, maux de tête",Oncologie
Cancer de la peau,"jaunisse, fatigue, palpitations, fièvre",Cardiologie
Conjonctivite,"jaunisse, fièvre, perte de poids, toux",Hématologie
Gastrite,"essoufflement, diarrhée, palpitations, perte de poids",Chirurgie générale
Colite,"diarrhée, vomissements, perte de poids",Rhumatologie
Obésité,"perte de poids, fatigue, essoufflement, douleurs articulaires, vertiges",Oncologie
Asthme,"perte de poids, douleurs articulaires, diarrhée",Pédiatrie
Parkinson,"maux de tête, diarrhée, douleur abdominale, jaunisse, fièvre",Pédiatrie
VIH,"douleur abdominale, douleurs articulaires, toux, palpitations",Médecine générale
Conjonctivite,"fièvre, toux, perte de poids, essoufflement",Pneumologie
Hépatite,"toux, vomissements, éruptions cutanées",Médecine générale
Goutte,"fatigue, maux de tête, éruptions cutanées",ORL
Alzheimer,"douleurs articulaires, toux, palpitations",Endocrinologie
Arthrite,"jaunisse, vertiges, maux de tête, douleur abdominale",Oncologie
Colite,"vomissements, perte de poids, nausées, fièvre",Infectiologie
Cancer de la peau,"fatigue, diarrhée, douleur abdominale, jaunisse, essoufflement",Ophtalmologie
Thyroïdite,"essoufflement, douleur abdominale, vertiges, jaunisse, fièvre",ORL
Grippe,"vertiges, toux, perte de poids, jaunisse, douleur abdominale",Chirurgie générale
Epilepsie,"palpitations, vomissements, douleur abdominale",Rhumatologie
Psoriasis,"jaunisse, perte de poids, maux de tête, douleurs articulaires, vertiges",Oncologie
Alzheimer,"essoufflement, fatigue, fièvre, palpitations",Rhumatologie
Asthme,"palpitations, toux, perte de poids",Neurologie
Asthme,"nausées, jaunisse, palpitations, fièvre, douleurs articulaires",Pneumologie
Hernie,"nausées, toux, fièvre, essoufflement, éruptions cutanées",Neurologie
Conjonctivite,"nausées, éruptions cutanées, fièvre, diarrhée",Infectiologie
Goutte,"fièvre, toux, maux de tête, éruptions cutanées, nausées",Pédiatrie
Appendicite,"fièvre, palpitations, vomissements, éruptions cutanées, vertiges",Oncologie
Conjonctivite,"vomissements, perte de poids, nausées, fatigue",Cardiologie
Cancer de la peau,"jaunisse, essoufflement, toux, maux de tête",Pédiatrie
Sclérose,"fièvre, toux, fatigue, maux de tête",Rhumatologie
Sclérose,"vertiges, jaunisse, éruptions cutanées",Chirurgie générale
Psoriasis,"perte de poids, vomissements, nausées, vertiges, palpitations",Cardiologie
Hernie,"toux, fatigue, palpitations",Pédiatrie
COVID-19,"vomissements, éruptions cutanées, nausées, fatigue, diarrhée",Oncologie
Hépatite,"palpitations, maux de tête, essoufflement, éruptions cutanées",ORL
Obésité,"diarrhée, perte de poids, douleurs articulaires, toux",Pédiatrie
Conjonctivite,"toux, diarrhée, vomissements, essoufflement, douleur abdominale",Neurologie
Colite,"douleur abdominale, perte de poids, essoufflement, fièvre",Pédiatrie
Conjonctivite,"maux de tête, douleur abdominale, diarrhée, vertiges",Chirurgie générale
Anémie,"nausées, fièvre, vertiges, éruptions cutanées, douleur abdominale",Oncologie
Arthrite,"fièvre, toux, nausées, éruptions cutanées, palpitations",Gastroentérologie
Epilepsie,"jaunisse, nausées, vertiges, palpitations, vomissements",Médecine générale
Tuberculose,"vertiges, palpitations, perte de poids",Cardiologie
Arthrite,"éruptions cutanées, jaunisse, fièvre, palpitations, nausées",Endocrinologie
Dermatite,"perte de poids, douleur abdominale, diarrhée, jaunisse",Pédiatrie
Obésité,"maux de tête, douleurs articulaires, palpitations, essoufflement, vomissements",Endocrinologie
Grippe,"vomissements, douleur abdominale, essoufflement",Oncologie
Parkinson,"fièvre, maux de tête, toux, palpitations",Pédiatrie
Alzheimer,"vomissements, nausées, éruptions cutanées, vertiges",Ophtalmologie
Arthrose,"douleurs articulaires, essoufflement, palpitations, toux, douleur abdominale",Pédiatrie
Asthme,"vertiges, toux, perte de poids, douleurs articulaires",Hématologie
Migraine,"toux, vertiges, douleurs articulaires, fièvre, diarrhée",Cardiologie
Tuberculose,"toux, douleurs articulaires, perte de poids, fatigue",Chirurgie générale
Dermatite,"jaunisse, perte de poids, vomissements, douleur abdominale",ORL
Colite,"douleur abdominale, éruptions cutanées, perte de poids, douleurs articulaires, diarrhée",Infectiologie
Paludisme,"nausées, vertiges, douleur abdominale, douleurs articulaires, vomissements",Pédiatrie
Conjonctivite,"vertiges, diarrhée, essoufflement",Neurologie
Cancer du sein,"éruptions cutanées, douleur abdominale, vomissements, palpitations",Cardiologie
Otite,"palpitations, toux, diarrhée, maux de tête, vomissements",Rhumatologie
Hypertension,"douleur abdominale, essoufflement, nausées, diarrhée",Oncologie
Méningite,"fatigue, vomissements, nausées",Dermatologie
Alzheimer,"maux de tête, nausées, perte de poids, douleur abdominale",Ophtalmologie
Paludisme,"nausées, palpitations, douleurs articulaires, perte de poids",Médecine générale
Hépatite,"essoufflement, fièvre, diarrhée, toux",ORL
Alzheimer,"douleur abdominale, vomissements, perte de poids",Rhumatologie
VIH,"diarrhée, éruptions cutanées, fièvre",ORL
Bronchite,"perte de poids, essoufflement, maux de tête",Neurologie
Arthrite,"nausées, éruptions cutanées, diarrhée, douleurs articulaires",Dermatologie
Sinusite,"fatigue, jaunisse, vomissements, palpitations",Endocrinologie
Dermatite,"diarrhée, toux, nausées, vertiges",Oncologie
Sinusite,"douleur abdominale, perte de poids, toux, diarrhée",Endocrinologie
COVID-19,"jaunisse, vertiges, douleur abdominale, maux de tête",Ophtalmologie
Grippe,"vertiges, palpitations, essoufflement",Pédiatrie
Colite,"nausées, douleur abdominale, éruptions cutanées, douleurs articulaires, palpitations",Médecine générale
Parkinson,"perte de poids, douleur abdominale, vertiges, nausées, éruptions cutanées",Pneumologie
Arthrose,"fatigue, vomissements, diarrhée, palpitations",ORL
Obésité,"fièvre, essoufflement, perte de poids, fatigue, toux",Pédiatrie
Gastrite,"douleur abdominale, éruptions cutanées, essoufflement",Médecine générale
Diabète,"douleur abdominale, éruptions cutanées, maux de tête, vomissements, fièvre",Médecine générale
Diabète,"vomissements, jaunisse, douleur abdominale, toux",Endocrinologie
Cancer du foie,"fatigue, perte de poids, diarrhée",Hématologie
Glaucome,"éruptions cutanées, vomissements, diarrhée, nausées",ORL
Ulcère,"maux de tête, fatigue, éruptions cutanées, jaunisse",Hématologie
Parkinson,"douleurs articulaires, vomissements, maux de tête, douleur abdominale, fièvre",Dermatologie
Cataracte,"vertiges, éruptions cutanées, vomissements, essoufflement",Neurologie
Cataracte,"maux de tête, fatigue, vomissements",Endocrinologie
Epilepsie,"vertiges, maux de tête, vomissements, douleur abdominale, palpitations",Dermatologie
Diabète,"diarrhée, maux de tête, perte de poids, fièvre, vertiges",Médecine générale
Sclérose,"toux, fatigue, diarrhée, maux de tête, perte de poids",Ophtalmologie
Conjonctivite,"vomissements, éruptions cutanées, fatigue",Médecine générale
Colite,"diarrhée, fièvre, toux, jaunisse, palpitations",Médecine générale
Sclérose,"perte de poids, maux de tête, jaunisse, douleur abdominale",Infectiologie
Alzheimer,"éruptions cutanées, douleur abdominale, palpitations, vomissements, vertiges",Infectiologie
Pneumonie,"diarrhée, jaunisse, toux",ORL
Gastrite,"douleurs articulaires, éruptions cutanées, nausées, palpitations, jaunisse",Endocrinologie
Cancer de la peau,"douleurs articulaires, nausées, fièvre",ORL
Goutte,"nausées, vertiges, essoufflement, douleurs articulaires",Rhumatologie
Arthrite,"jaunisse, éruptions cutanées, fatigue, perte de poids, palpitations",Chirurgie générale
Pneumonie,"vomissements, jaunisse, toux, maux de tête",Dermatologie
Hypertension,"vertiges, diarrhée, éruptions cutanées, vomissements, perte de poids",Rhumatologie
Conjonctivite,"vertiges, jaunisse, fièvre, douleur abdominale",Médecine générale
Méningite,"toux, perte de poids, vomissements",Médecine générale
Cancer du foie,"nausées, toux, éruptions cutanées, fièvre",Endocrinologie
Hernie,"palpitations, essoufflement, jaunisse",Gastroentérologie
Pneumonie,"toux, vertiges, jaunisse, diarrhée",ORL
Appendicite,"diarrhée, palpitations, jaunisse, douleurs articulaires",Dermatologie
Sclérose,"maux de tête, éruptions cutanées, vomissements",Médecine générale
Migraine,"vertiges, éruptions cutanées, fièvre, diarrhée, toux",ORL
Cancer de la peau,"jaunisse, douleurs articulaires, perte de poids, essoufflement",Endocrinologie
Cirrhose,"nausées, palpitations, fièvre, maux de tête, toux",ORL
Asthme,"nausées, toux, éruptions cutanées",Ophtalmologie
Parkinson,"fièvre, diarrhée, palpitations, perte de poids",Gastroentérologie
Arthrite,"palpitations, diarrhée, perte de poids, nausées",Gastroentérologie
Goutte,"nausées, fatigue, vertiges, éruptions cutanées, toux",Pneumologie
Paludisme,"essoufflement, jaunisse, douleur abdominale",Chirurgie générale
Sclérose,"nausées, douleurs articulaires, maux de tête, toux",Rhumatologie
Obésité,"fièvre, douleur abdominale, jaunisse, douleurs articulaires",Hématologie
Alzheimer,"fatigue, fièvre, éruptions cutanées, diarrhée",Pédiatrie
Arthrose,"jaunisse, perte de poids, vertiges, douleurs articulaires, toux",Dermatologie
Lupus,"vertiges, fatigue, jaunisse, perte de poids, toux",Hématologie
Sinusite,"fatigue, jaunisse, vertiges, vomissements, maux de tête",Hématologie
Dermatite,"maux de tête, douleur abdominale, palpitations",ORL
Obésité,"perte de poids, essoufflement, fatigue, douleurs articulaires, diarrhée",Ophtalmologie
Colite,"essoufflement, douleurs articulaires, nausées",Médecine générale
Cancer du sein,"douleur abdominale, nausées, essoufflement",Cardiologie
Thyroïdite,"douleurs articulaires, nausées, palpitations, vertiges, douleur abdominale",Neurologie
COVID-19,"fièvre, douleur abdominale, douleurs articulaires",Infectiologie
Parkinson,"éruptions cutanées, douleurs articulaires, perte de poids, vertiges, jaunisse",Endocrinologie
Obésité,"douleurs articulaires, maux de tête, toux, essoufflement",Hématologie
Parkinson,"vertiges, perte de poids, toux",Dermatologie
Gastrite,"maux de tête, nausées, éruptions cutanées",Endocrinologie
Méningite,"toux, maux de tête, diarrhée, douleurs articulaires",Pneumologie
Obésité,"palpitations, toux, essoufflement",Hématologie
Parkinson,"essoufflement, nausées, perte de poids, vomissements",Neurologie
Dermatite,"fatigue, essoufflement, palpitations",Hématologie
Appendicite,"diarrhée, jaunisse, douleur abdominale, palpitations, perte de poids",Ophtalmologie
Appendicite,"essoufflement, vertiges, fièvre, nausées",Rhumatologie
Cataracte,"fièvre, douleur abdominale, perte de poids, toux, palpitations",Ophtalmologie
Otite,"fatigue, diarrhée, douleurs articulaires, perte de poids",Oncologie
Cancer du sein,"fatigue, essoufflement, perte de poids",Chirurgie générale
Hypertension,"maux de tête, palpitations, éruptions cutanées, perte de poids, toux",Oncologie
Conjonctivite,"éruptions cutanées, palpitations, essoufflement",Pédiatrie
Colite,"maux de tête, jaunisse, diarrhée, éruptions cutanées, vomissements",Dermatologie
Tuberculose,"toux, jaunisse, vertiges",Ophtalmologie
Dermatite,"perte de poids, fièvre, essoufflement, jaunisse",Gastroentérologie
Anémie,"jaunisse, perte de poids, toux, vertiges",Cardiologie
Anémie,"palpitations, maux de tête, vertiges",Médecine générale
Arthrose,"vomissements, fièvre, diarrhée, nausées, jaunisse",Oncologie
Cancer de la peau,"jaunisse, douleurs articulaires, perte de poids, éruptions cutanées",Rhumatologie
Alzheimer,"vomissements, nausées, diarrhée",Gastroentérologie
Obésité,"douleur abdominale, nausées, vomissements",Hématologie
Grippe,"essoufflement, douleur abdominale, fatigue, vomissements",Endocrinologie
Hypertension,"diarrhée, fatigue, perte de poids, éruptions cutanées, douleur abdominale",Pneumologie
Cancer du sein,"éruptions cutanées, fièvre, douleur abdominale, perte de poids, essoufflement",Pédiatrie
Hépatite,"vomissements, douleurs articulaires, maux de tête, douleur abdominale, nausées",Infectiologie
Anémie,"maux de tête, fièvre, vomissements, palpitations",Pneumologie
Appendicite,"diarrhée, palpitations, nausées, vertiges",Neurologie
Conjonctivite,"essoufflement, éruptions cutanées, nausées",Dermatologie
Thyroïdite,"perte de poids, éruptions cutanées, fatigue, vertiges, palpitations",ORL
Cancer du sein,"douleur abdominale, toux, maux de tête",Rhumatologie
Sclérose,"jaunisse, fièvre, fatigue",Pédiatrie
Bronchite,"essoufflement, palpitations, jaunisse",Ophtalmologie
Ulcère,"maux de tête, jaunisse, perte de poids",Gastroentérologie
Insuffisance rénale,"palpitations, maux de tête, perte de poids, douleurs articulaires, vomissements",Rhumatologie
Pneumonie,"vomissements, vertiges, douleur abdominale, jaunisse, diarrhée",Infectiologie
Bronchite,"jaunisse, nausées, diarrhée, toux",Hématologie
Psoriasis,"perte de poids, maux de tête, vertiges",Infectiologie
COVID-19,"douleur abdominale, vertiges, palpitations, maux de tête",Oncologie
Paludisme,"essoufflement, toux, perte de poids, douleur abdominale, jaunisse",ORL
Crohn,"vomissements, éruptions cutanées, maux de tête",Cardiologie
Goutte,"essoufflement, fatigue, palpitations",ORL
Appendicite,"douleurs articulaires, essoufflement, perte de poids, fatigue",Gastroentérologie
Zona,"fatigue, jaunisse, vomissements",Infectiologie
Cancer de la peau,"essoufflement, douleurs articulaires, palpitations",Hématologie
COVID-19,"jaunisse, perte de poids, essoufflement, nausées",Chirurgie générale
Arthrite,"diarrhée, vertiges, douleurs articulaires",Médecine générale
Conjonctivite,"maux de tête, nausées, toux, jaunisse",Chirurgie générale
Anémie,"essoufflement, palpitations, perte de poids, toux",Médecine générale
Asthme,"diarrhée, éruptions cutanées, douleurs articulaires, maux de tête",Gastroentérologie
Lupus,"éruptions cutanées, essoufflement, vomissements, jaunisse",Infectiologie
COVID-19,"jaunisse, diarrhée, maux de tête, fièvre",Neurologie
Sclérose,"palpitations, douleurs articulaires, vertiges",Chirurgie générale
Goutte,"jaunisse, palpitations, fatigue",Pneumologie
Asthme,"fatigue, essoufflement, fièvre, toux",Endocrinologie
COVID-19,"douleurs articulaires, nausées, vertiges, perte de poids",Cardiologie
Hernie,"diarrhée, essoufflement, jaunisse, vertiges",Médecine générale
Psoriasis,"fièvre, essoufflement, douleur abdominale",Rhumatologie
Hépatite,"jaunisse, palpitations, nausées, maux de tête, éruptions cutanées",Médecine générale
Anémie,"nausées, toux, douleurs articulaires, douleur abdominale",Oncologie
Psoriasis,"fatigue, vomissements, diarrhée, perte de poids",Pédiatrie
Goutte,"douleur abdominale, jaunisse, fièvre, douleurs articulaires, maux de tête",Hématologie
Sinusite,"palpitations, douleur abdominale, diarrhée",Ophtalmologie
Cataracte,"fatigue, essoufflement, perte de poids",Infectiologie
Méningite,"fièvre, palpitations, diarrhée",ORL
Crohn,"éruptions cutanées, perte de poids, toux, jaunisse, vomissements",Neurologie
Anémie,"fièvre, diarrhée, jaunisse, éruptions cutanées, fatigue",Infectiologie
Alzheimer,"nausées, toux, jaunisse, vertiges",Médecine générale
Conjonctivite,"essoufflement, diarrhée, douleur abdominale, palpitations",Cardiologie
Ulcère,"nausées, maux de tête, douleurs articulaires, essoufflement, perte de poids",Neurologie
COVID-19,"palpitations, vertiges, diarrhée, vomissements, douleur abdominale",Cardiologie
Ulcère,"palpitations, éruptions cutanées, vertiges, maux de tête",Oncologie
Anémie,"fièvre, perte de poids, vomissements",ORL
Goutte,"nausées, fatigue, fièvre, éruptions cutanées, perte de poids",Rhumatologie
Hypertension,"maux de tête, douleur abdominale, perte de poids, fièvre",Hématologie
Glaucome,"fatigue, douleurs articulaires, essoufflement, vomissements, toux",Infectiologie
Goutte,"vomissements, diarrhée, jaunisse, nausées",Dermatologie
Pneumonie,"palpitations, essoufflement, jaunisse, douleur abdominale",Gastroentérologie
Dermatite,"jaunisse, vertiges, vomissements, éruptions cutanées, nausées",Dermatologie
Hernie,"douleur abdominale, éruptions cutanées, fatigue, fièvre, perte de poids",Pédiatrie
Grippe,"douleur abdominale, palpitations, fièvre, diarrhée, nausées",Rhumatologie
Zona,"nausées, vomissements, jaunisse, perte de poids, palpitations",Dermatologie
Crohn,"douleurs articulaires, nausées, douleur abdominale, essoufflement, toux",Médecine générale
Colite,"essoufflement, douleurs articulaires, vertiges, fièvre, diarrhée",Cardiologie
Dermatite,"perte de poids, jaunisse, essoufflement, nausées, maux de tête",Endocrinologie
Méningite,"jaunisse, maux de tête, diarrhée, douleurs articulaires",Hématologie
Obésité,"nausées, perte de poids, essoufflement",Ophtalmologie
Sinusite,"fièvre, vertiges, perte de poids, douleur abdominale, vomissements",Pneumologie
Sclérose,"éruptions cutanées, perte de poids, jaunisse, nausées",Ophtalmologie
Cirrhose,"nausées, jaunisse, essoufflement, vomissements",Neurologie
Sinusite,"vomissements, fatigue, toux, douleurs articulaires, maux de tête",Hématologie
Parkinson,"toux, essoufflement, vertiges",Rhumatologie
Parkinson,"vertiges, éruptions cutanées, fièvre, toux, essoufflement",Infectiologie
Diabète,"vomissements, diarrhée, éruptions cutanées, fièvre",Chirurgie générale
Cirrhose,"maux de tête, perte de poids, vomissements, essoufflement",Médecine générale
Hernie,"nausées, maux de tête, essoufflement, palpitations, fatigue",ORL
Diabète,"jaunisse, fièvre, nausées, toux",Rhumatologie
Asthme,"essoufflement, perte de poids, éruptions cutanées, diarrhée, douleur abdominale",Ophtalmologie
Psoriasis,"nausées, douleurs articulaires, palpitations, essoufflement, perte de poids",Rhumatologie
Otite,"perte de poids, vomissements, jaunisse, palpitations",Médecine générale
Ulcère,"toux, douleurs articulaires, essoufflement, palpitations, perte de poids",Pédiatrie
Gastrite,"douleurs articulaires, maux de tête, éruptions cutanées, fièvre, diarrhée",Ophtalmologie
Gastrite,"palpitations, éruptions cutanées, essoufflement, fatigue, jaunisse",Hématologie
Cancer du sein,"jaunisse, fièvre, palpitations, vertiges",Chirurgie générale
Pneumonie,"nausées, toux, essoufflement, douleur abdominale",Pneumologie
Diabète,"douleurs articulaires, vertiges, maux de tête, fatigue",Cardiologie
VIH,"vomissements, essoufflement, toux, vertiges",Médecine générale
Ulcère,"toux, fièvre, fatigue, palpitations, vertiges",Pneumologie
Colite,"fièvre, essoufflement, vertiges, éruptions cutanées",Neurologie
Thyroïdite,"essoufflement, perte de poids, palpitations, vertiges",Dermatologie
Migraine,"vomissements, éruptions cutanées, douleur abdominale",Chirurgie générale
Parkinson,"toux, perte de poids, fatigue, maux de tête, fièvre",Médecine générale
VIH,"diarrhée, maux de tête, vertiges, vomissements",Hématologie
Pneumonie,"jaunisse, douleurs articulaires, nausées, palpitations, perte de poids",Ophtalmologie
Anémie,"fatigue, palpitations, nausées, diarrhée, douleurs articulaires",Hématologie
Hépatite,"nausées, maux de tête, douleur abdominale, jaunisse, éruptions cutanées",Chirurgie générale
Crohn,"nausées, douleur abdominale, maux de tête",Ophtalmologie
Anémie,"vertiges, diarrhée, jaunisse, palpitations",Cardiologie
Hernie,"vomissements, perte de poids, douleur abdominale",Rhumatologie
Alzheimer,"perte de poids, toux, éruptions cutanées",Médecine générale
Cancer de la peau,"douleurs articulaires, palpitations, éruptions cutanées",Rhumatologie
Diabète,"douleur abdominale, fièvre, perte de poids, toux",Hématologie
Diabète,"essoufflement, douleurs articulaires, nausées, fatigue, fièvre",Infectiologie
Tuberculose,"douleur abdominale, fièvre, vertiges, diarrhée",Endocrinologie
Thyroïdite,"vomissements, essoufflement, éruptions cutanées, perte de poids, vertiges",ORL
Psoriasis,"douleurs articulaires, fièvre, diarrhée, fatigue",Cardiologie
Cancer du sein,"maux de tête, fièvre, perte de poids, vertiges, douleurs articulaires",Rhumatologie
Cancer du sein,"vomissements, palpitations, maux de tête, douleurs articulaires, fatigue",Pneumologie
Dermatite,"palpitations, douleurs articulaires, fatigue, fièvre",Rhumatologie
Paludisme,"essoufflement, palpitations, nausées, jaunisse",Dermatologie
Arthrite,"éruptions cutanées, fièvre, perte de poids",Ophtalmologie
Glaucome,"fièvre, douleurs articulaires, maux de tête",Ophtalmologie
Cancer de la peau,"diarrhée, éruptions cutanées, toux, essoufflement",Pneumologie
Grippe,"éruptions cutanées, nausées, palpitations, fièvre",Oncologie
Cancer de la peau,"palpitations, vomissements, essoufflement",Neurologie
Pneumonie,"vomissements, nausées, fièvre, jaunisse",Oncologie
Cancer de la peau,"maux de tête, nausées, vomissements, palpitations, fièvre",ORL
Arthrose,"nausées, toux, perte de poids",Infectiologie
Ulcère,"éruptions cutanées, nausées, palpitations, fatigue",Pédiatrie
Otite,"douleur abdominale, vomissements, fatigue, toux, diarrhée",Endocrinologie
Ulcère,"palpitations, vertiges, fièvre, perte de poids",Pneumologie
Cataracte,"perte de poids, éruptions cutanées, nausées, essoufflement, vertiges",Chirurgie générale
Sclérose,"douleurs articulaires, nausées, perte de poids, fatigue",Ophtalmologie
Glaucome,"maux de tête, douleur abdominale, éruptions cutanées, essoufflement",Oncologie
Diabète,"maux de tête, vomissements, essoufflement",Cardiologie
Insuffisance rénale,"douleur abdominale, douleurs articulaires, nausées, maux de tête, vertiges",Neurologie
Tuberculose,"fièvre, douleur abdominale, toux, perte de poids",Infectiologie
Alzheimer,"toux, maux de tête, diarrhée",Chirurgie générale
VIH,"toux, éruptions cutanées, perte de poids",Neurologie
Hypertension,"douleur abdominale, essoufflement, vertiges, nausées, éruptions cutanées",Rhumatologie
Paludisme,"douleur abdominale, fatigue, jaunisse",Oncologie
Cancer du foie,"nausées, douleurs articulaires, maux de tête, douleur abdominale, diarrhée",Infectiologie
Arthrite,"perte de poids, toux, fatigue",Infectiologie
Paludisme,"douleur abdominale, essoufflement, maux de tête",Cardiologie
Tuberculose,"perte de poids, vomissements, diarrhée, vertiges",Chirurgie générale
Anémie,"vertiges, vomissements, douleurs articulaires",Dermatologie
Cataracte,"perte de poids, douleur abdominale, palpitations, toux",Cardiologie
VIH,"fièvre, douleurs articulaires, éruptions cutanées, nausées, diarrhée",Dermatologie
Zona,"diarrhée, palpitations, vertiges",Dermatologie
Paludisme,"fièvre, maux de tête, essoufflement, jaunisse",Chirurgie générale
Méningite,"toux, douleur abdominale, palpitations",Hématologie
Crohn,"fatigue, vomissements, maux de tête, éruptions cutanées, diarrhée",Pédiatrie
Tuberculose,"éruptions cutanées, maux de tête, diarrhée, vomissements, toux",Infectiologie
Conjonctivite,"vertiges, fatigue, douleur abdominale",Oncologie
Thyroïdite,"éruptions cutanées, palpitations, nausées",Chirurgie générale
Insuffisance rénale,"essoufflement, fatigue, palpitations, maux de tête, toux",Pédiatrie
Arthrite,"maux de tête, essoufflement, nausées, vomissements, palpitations",Pneumologie
Hépatite,"essoufflement, fatigue, éruptions cutanées",Neurologie
Cataracte,"vomissements, perte de poids, éruptions cutanées, nausées",Gastroentérologie
Diabète,"vertiges, douleurs articulaires, diarrhée",Ophtalmologie
Arthrite,"éruptions cutanées, vertiges, diarrhée, nausées, fièvre",Oncologie
Psoriasis,"nausées, éruptions cutanées, essoufflement",Dermatologie
Tuberculose,"toux, essoufflement, vomissements, douleur abdominale, palpitations",Pneumologie
Zona,"nausées, douleur abdominale, vomissements, toux",Pneumologie
Goutte,"fièvre, vertiges, toux, palpitations",Hématologie
Glaucome,"toux, éruptions cutanées, vomissements, diarrhée, palpitations",Cardiologie
Cirrhose,"douleur abdominale, perte de poids, maux de tête",Pédiatrie
Ulcère,"palpitations, nausées, toux, jaunisse",Pédiatrie
Crohn,"palpitations, fièvre, vomissements, essoufflement",Chirurgie générale
Dermatite,"fièvre, fatigue, perte de poids",Dermatologie
Arthrose,"fièvre, jaunisse, éruptions cutanées",Pneumologie
Anémie,"toux, fatigue, palpitations, éruptions cutanées",Endocrinologie
Cataracte,"éruptions cutanées, perte de poids, vertiges, fièvre, douleur abdominale",Oncologie
Pneumonie,"jaunisse, essoufflement, toux",Cardiologie
Colite,"douleur abdominale, maux de tête, douleurs articulaires, perte de poids",Endocrinologie
VIH,"fièvre, toux, maux de tête, vertiges, nausées",Neurologie
Otite,"diarrhée, vertiges, maux de tête, essoufflement, fatigue",Dermatologie
